eda,p6b1,p6b2
41,8,
50, ,
20, ,
19, ,
17, ,
43,8,
64,3,6020
62, ,
31, ,
35,3,4300
47,7,
13, ,
43,3,12900
40,3,12900
19,3,5160
13, ,
53,7,
32,7,
34,7,
30,7,
29, ,
60, ,
39,7,
36,7,
18, ,
14, ,
41,8,
30,4,4300
16, ,
60,4,3000
55, ,
25, ,
39,3,8600
39, ,
17, ,
15, ,
43,7,
42,4,3440
20, ,
20, ,
53,7,
34, ,
93, ,
56, ,
52,1,8000
47, ,
25, ,
24, ,
70, ,
48,3,5160
30,1,9000
23, ,
55,4,1376
21,7,
28, ,
69,4,1200
66, ,
38,7,
71,4,1290
64,4,1290
70,7,
49,2,4600
42, ,
12, ,
56,3,5160
52,8,
50,8,
20, ,
29,3,4300
66, ,
85, ,
78, ,
63,3,4300
56,8,
41, ,
73, ,
65, ,
33,3,2580
54,7,
54,1,800
24,7,
12, ,
17,4,5805
26,4,7525
26,4,7525
49,4,5160
47,4,1075
20,3,4300
34, ,
13, ,
42,7,
49,3,3010
16, ,
14, ,
46,8,
46, ,
39,1,10000
30, ,
53,4,3870
58,7,
63, ,
28,7,
31, ,
14, ,
62,3,5160
46,4,1505
15, ,
57,2,8000
50,3,5160
23,3,1720
28,3,6450
22, ,
38,3,8600
16, ,
62, ,
71, ,
68, ,
45,2,9000
43, ,
25,2,4400
24, ,
47,8,
45,7,
50,2,4800
59,3,2150
38,3,3700
28,2,4800
66, ,
64, ,
75, ,
67, ,
41,1,18000
39, ,
17, ,
53, ,
64,7,
66,4,3225
28,7,
22, ,
17, ,
36, ,
15, ,
14, ,
19,3,5160
14, ,
59,2,9000
49, ,
30,7,
26,7,
22, ,
67,7,
63, ,
40,1,4000
14, ,
46,4,15480
45,3,1290
13, ,
55,4,7740
52, ,
21, ,
37,2,8000
33,3,4300
30,3,4300
60, ,
53,3,2225
34,3,3440
28,3,4300
22,3,2580
38,3,10750
38,3,3870
12, ,
20,3,3870
17,3,3870
28,3,4300
77, ,
69, ,
24,2,7200
26,3,5160
68,1,6000
28, ,
25,3,6020
32,2,8600
31, ,
53,3,5160
52, ,
30,8,
38,4,6450
19, ,
72, ,
45,3,5160
45,1,1000
27,2,4000
22,4,6000
25,2,6000
20, ,
34,8,
30,8,
12, ,
44,7,
45, ,
18, ,
14, ,
54,8,
22, ,
37, ,
36, ,
28,8,
77, ,
43,8,
41,8,
19,8,
37,7,
26,8,
49,3,7740
39, ,
53,7,
51,8,
21,8,
48,3,6450
47, ,
24, ,
50,7,
23,7,
18,2,4000
14, ,
58, ,
51, ,
30, ,
28, ,
46, ,
26, ,
48,7,
43, ,
18, ,
77, ,
73, ,
42,3,4300
36,7,
15, ,
55,8,
51,8,
28,8,
13, ,
43,3,3440
40, ,
19, ,
16, ,
45,7,
47,7,
22, ,
18, ,
41, ,
19,7,
15, ,
42,7,
48, ,
67, ,
67, ,
83,8,
70, ,
48,3,6450
66, ,
41, ,
39,4,2580
31, ,
37,3,5375
40,4,3225
20, ,
13, ,
55,2,25000
51, ,
24,2,8000
17, ,
48,8,
45,8,
16, ,
21, ,
42,2,8600
39, ,
18, ,
13, ,
70, ,
66, ,
29,3,6450
58, ,
28,3,4730
13, ,
58, ,
36, ,
57,1,7000
57, ,
87, ,
52,3,4300
66, ,
57, ,
30,3,3870
29,3,3870
16, ,
73,4,2580
64, ,
46, ,
84, ,
49,3,2580
78, ,
74, ,
46,4,12000
46,3,3440
50,7,
51,7,
30,3,28000
52,7,
55, ,
46,2,14000
43, ,
54, ,
46,2,9100
32,3,5160
17,3,4300
65,2,7600
65, ,
40,4,2150
38,2,9800
48,4,5375
38,2,7800
43, ,
18,2,7000
16, ,
57,2,7000
20,2,6000
33,8,
33,3,8600
44, ,
65,3,8170
59, ,
38,8,
57,3,6880
50,3,6020
29,3,6880
27, ,
25,7,
41,8,
22,3,6450
13, ,
56,3,6880
31,3,6450
31, ,
69, ,
32,8,
31, ,
67, ,
67,4,1720
50,7,
40,4,6000
20,4,1548
58,7,
56, ,
37,7,
46,7,
46,7,
27, ,
24, ,
16, ,
37,3,6020
32, ,
33,3,6020
38,3,5590
33,4,3870
41,7,
48,7,
53, ,
36,7,
19,7,
18, ,
39,7,
17, ,
73,7,
72,7,
50,7,
44,7,
35, ,
67, ,
65, ,
50,3,10000
47,2,10000
16, ,
13, ,
26, ,
42,3,6450
31,1,6450
65, ,
63, ,
32,2,11000
40,7,
39,1,10000
51, ,
29,8,
15, ,
65,8,
60, ,
44, ,
14,8,
24,8,
20,4,3870
28,8,
52,2,6000
47, ,
26, ,
12, ,
70, ,
42,7,
38, ,
18, ,
21, ,
19, ,
53,4,516
78, ,
24,7,
45,4,8600
55,4,2580
17, ,
75, ,
49,4,4300
49,7,
27, ,
15, ,
22, ,
19, ,
72, ,
43,1,6000
34,3,10750
30, ,
13, ,
12, ,
52,3,4300
50,3,3010
31,7,
24,3,4730
28,2,7600
21, ,
56,3,1720
16,3,3010
33,7,
32, ,
12, ,
19,3,4085
21, ,
38,8,
38,8,
56,8,
52,8,
32,8,
29,8,
29,8,
23,8,
20,8,
73, ,
41,7,
21,7,
16,7,
71,8,
65, ,
37,7,
65,7,
62, ,
47,2,9800
44,2,9400
15, ,
14, ,
50,2,8200
43,2,5800
70, ,
68, ,
52,3,5160
15, ,
60, ,
59, ,
31,7,
28,7,
32,3,6450
24, ,
72,3,5160
58, ,
54,7,
54,4,3440
32,4,5160
30,4,4300
22, ,
58,7,
40, ,
17, ,
71,4,7740
71,3,4300
31,7,
40,2,11200
36,2,6400
14, ,
12, ,
60,7,
60,7,
33,4,6450
29,3,7740
32, ,
62,4,6450
66, ,
57,2,8000
54, ,
30, ,
67,7,
64, ,
44,8,
36,7,
18,7,
43,4,4300
19, ,
24,2,10000
22, ,
73, ,
70, ,
20, ,
58,2,6000
24,8,
26,8,
32,8,
44, ,
18, ,
44,7,
42, ,
19, ,
22, ,
42, ,
44,7,
20,7,
26,3,4730
23,3,3870
46,3,7740
43,2,6000
24, ,
16, ,
30,8,
25, ,
65, ,
62, ,
40, ,
44,3,8600
30,2,4000
31,3,2580
14, ,
38,3,6880
33,3,3440
14, ,
12, ,
30,3,8600
26, ,
54,2,8800
19, ,
16, ,
13, ,
67,2,12000
53, ,
23, ,
19, ,
44, ,
40,2,7600
17, ,
12, ,
59,1,15000
59, ,
38,3,5160
30,3,4730
31, ,
14, ,
29,3,5590
34, ,
16, ,
52,7,
42,4,4300
17,4,32250
13, ,
30,7,
31, ,
57,8,
49,4,4300
25,8,
23,7,
21, ,
18, ,
41,3,5590
47,3,3440
58, ,
29,7,
26,7,
54,3,2150
55, ,
34,7,
62,7,
59, ,
41,3,3440
21,7,
17, ,
29, ,
30,7,
55,7,
54, ,
26, ,
24,7,
59,4,5160
76, ,
61,3,1290
66,3,4300
60,3,3010
35, ,
31, ,
13, ,
42, ,
46,2,18000
21, ,
12, ,
62, ,
65, ,
39, ,
41,3,4300
19, ,
18, ,
62, ,
68, ,
30, ,
63, ,
31,2,5000
44,1,18000
44, ,
16, ,
14, ,
41,1,12000
40, ,
20, ,
16, ,
54,3,8600
55, ,
27, ,
49,7,
49,7,
19, ,
13, ,
44,7,
67, ,
62, ,
30, ,
38, ,
69, ,
30,7,
12, ,
75, ,
46,7,
52, ,
20,7,
18,7,
44,3,3526
51,2,7200
12, ,
43,7,
41,7,
17, ,
37,7,
37, ,
16, ,
67, ,
81, ,
57, ,
32,7,
29, ,
50,3,5160
50, ,
25,2,5400
15, ,
26,3,7740
24, ,
52,2,3400
55,2,4000
15, ,
25,3,15050
30, ,
66, ,
42,2,10000
68, ,
40,7,
21, ,
19, ,
56,2,8000
33, ,
31,3,5160
72, ,
67, ,
38,7,
79, ,
64, ,
39, ,
15, ,
47,7,
48, ,
18, ,
14, ,
72,3,3870
66, ,
47,8,
38, ,
14, ,
28,8,
44,7,
44,3,2150
17, ,
14, ,
66, ,
45,1,3000
38, ,
48,8,
58, ,
20, ,
23, ,
31,1,2000
15, ,
12, ,
65,3,4730
64, ,
26,2,6000
23, ,
80, ,
61,1,8000
51, ,
72, ,
57,2,3440
20,3,6450
19,7,
37,7,
33,2,10000
49,7,
51,7,
21, ,
19,1,4000
52, ,
50, ,
29,8,
42,8,
19,8,
17, ,
37,8,
36,8,
18, ,
12, ,
64, ,
38,8,
40, ,
22,3,4300
43,2,8000
31,4,5160
12, ,
38,7,
35, ,
47, ,
17, ,
53,8,
50,7,
23, ,
78, ,
52,8,
23, ,
47, ,
44,8,
14, ,
40,1,800
46,4,6000
23,2,7000
18, ,
12,3,645
46,4,2580
42,4,860
26, ,
27,7,
26,4,4300
26,4,860
65,4,1500
47,7,
48, ,
25,7,
26,7,
50,3,5590
46, ,
25,3,6450
22,3,6460
14, ,
47, ,
45,8,
26,8,
20, ,
15, ,
64,4,6880
47,7,
48,2,10000
17, ,
15, ,
60,3,4300
56,3,3440
39,2,5400
26,2,4000
12, ,
32,7,
34, ,
56, ,
23, ,
32, ,
33,3,1290
14, ,
29, ,
33,3,4300
12, ,
59, ,
62, ,
56,2,8000
34,2,6000
24, ,
18, ,
26,3,4730
25, ,
46,7,
42, ,
26,7,
19, ,
63, ,
70, ,
63, ,
41,8,
37,8,
17, ,
34,8,
43, ,
45,8,
54,8,
56,8,
23, ,
47,2,8000
40,3,2580
18, ,
38,3,5160
22, ,
17,3,4300
68, ,
46,7,
47, ,
24,3,7740
19, ,
47, ,
19,3,6450
23, ,
40,7,
36, ,
62, ,
63,7,
27, ,
55,7,
52,3,6450
29, ,
48,7,
52,4,3225
26,2,3400
56, ,
57,3,6450
22, ,
15, ,
49, ,
49,7,
24, ,
62, ,
21,2,4000
40,2,6910
16, ,
47,8,
45, ,
22,7,
16, ,
61, ,
28,2,8000
28,8,
47,2,4000
43, ,
21, ,
16, ,
26,3,7740
75, ,
59,3,3440
64, ,
67, ,
42,7,
31,8,
32, ,
17, ,
43,3,7740
41, ,
13, ,
43,7,
41, ,
18, ,
15, ,
55, ,
26,3,5160
41,8,
39, ,
14, ,
12, ,
43,3,2580
67, ,
64, ,
33,4,3225
28,4,3225
12, ,
58,3,8600
48, ,
24,2,3700
17, ,
40,3,12900
12, ,
49,7,
47, ,
20, ,
17, ,
26,7,
65, ,
37,8,
35,3,4300
54,2,6000
55,2,4400
34,4,15000
24, ,
60,8,
54, ,
35, ,
34,8,
28, ,
30,8,
48,7,
47,3,6450
29,7,
25,7,
15, ,
56,7,
41, ,
56,4,6000
53, ,
28,4,3870
25, ,
58,4,10500
58, ,
32,4,2580
22, ,
51,4,10500
66, ,
66, ,
23,7,
37,7,
35,7,
61, ,
59, ,
32, ,
56,4,10500
56,7,
20, ,
58,7,
45, ,
21,7,
17, ,
13, ,
35,2,5000
34,3,3440
15, ,
57,7,
55, ,
25,7,
24, ,
80, ,
74, ,
48,8,
29,8,
17, ,
48,7,
22,4,3870
20, ,
53, ,
50,4,1500
27,3,4730
66, ,
41,2,20000
28,7,
43,2,24000
67, ,
42,4,2580
41,2,4000
49,7,
50, ,
20, ,
28, ,
70, ,
78, ,
45,2,14000
38,2,14000
19, ,
13, ,
55,2,12000
56,8,
45,3,6020
34, ,
58,2,9000
43,2,12000
47,3,5160
43, ,
23, ,
22, ,
20,3,4730
16,3,2150
25,3,5590
30,2,7200
59,4,2580
27, ,
33,3,3870
31, ,
44,8,
20,8,
51, ,
50,4,4300
46,8,
63, ,
24,8,
34, ,
16, ,
13, ,
23,8,
21, ,
52,3,4300
45, ,
26,8,
24,8,
19,8,
27,3,4300
55, ,
57, ,
51, ,
32,7,
29,7,
12, ,
41,7,
45, ,
19, ,
12, ,
41,2,14000
41, ,
23, ,
16, ,
57,8,
57, ,
26,8,
20,8,
59,8,
57,8,
29,2,8000
32,2,10000
12, ,
39,1,1000
18, ,
52, ,
18, ,
32, ,
31,7,
55,4,5160
52,4,2580
29, ,
19, ,
54,4,36000
47, ,
22, ,
17, ,
27, ,
33,7,
56, ,
26,7,
18,4,3440
31,3,8600
30,4,6450
13, ,
12, ,
66, ,
31,3,4320
26, ,
52,4,3870
42, ,
17, ,
15, ,
59,3,1290
38,4,2150
53,3,5590
15, ,
44, ,
22, ,
17, ,
25,7,
58, ,
20, ,
22,8,
44,3,2580
36, ,
19,4,5160
12, ,
31,8,
13, ,
40,8,
19, ,
25,8,
20, ,
56,8,
59, ,
37,2,10000
36, ,
50,8,
80, ,
49, ,
47,7,
53,3,5590
51,4,3870
29,8,
25,8,
62, ,
42,1,25000
37, ,
74, ,
43, ,
60,3,8600
36, ,
16, ,
59,7,
58, ,
44,8,
40,7,
14, ,
54,8,
58, ,
27,8,
22, ,
39,8,
36, ,
15, ,
58,8,
66,8,
31,4,1720
29, ,
72, ,
42,7,
39,4,3440
30, ,
40,8,
36, ,
33,8,
30,7,
59, ,
25,8,
57, ,
30,7,
33,7,
30, ,
15, ,
79, ,
60, ,
33,8,
34, ,
31,8,
55,8,
57, ,
39,8,
38,8,
36, ,
36, ,
89, ,
28,8,
22,8,
41,8,
40, ,
16, ,
34,8,
31, ,
63,8,
65, ,
73, ,
38,8,
37,2,4000
33,3,5160
35, ,
19,2,3200
13, ,
12, ,
69,3,2580
65, ,
47,3,4300
45, ,
20, ,
62,4,5160
60, ,
42,8,
23, ,
17, ,
50,7,
61, ,
51,4,3612
39,3,2580
19,7,
14, ,
56,3,6450
27,3,6450
24,2,8000
82,3,3870
71, ,
43, ,
60, ,
30,3,8600
56, ,
25, ,
57, ,
64,3,4300
54, ,
59, ,
32,7,
14, ,
43,4,4300
15, ,
48,3,4300
16, ,
43,3,9460
38, ,
16, ,
15, ,
56,3,2150
35,7,
85, ,
48,8,
28,8,
22, ,
42,3,3010
12, ,
78, ,
30,3,2580
35,3,7740
37,4,1290
13, ,
36,2,12000
31,2,5200
12, ,
29,2,10000
35,7,
37,2,5000
54,3,3440
28,7,
25,2,6400
65, ,
41, ,
17, ,
12, ,
72, ,
77, ,
56, ,
22, ,
20, ,
15, ,
48,3,2150
21, ,
62,1,20000
41,1,10000
38, ,
71, ,
43,7,
38, ,
17, ,
12, ,
32,7,
97, ,
45,1,15000
70,2,5800
66,1,10000
34,8,
32, ,
16,8,
13, ,
12, ,
46,8,
47, ,
27, ,
23,8,
19, ,
54, ,
35,4,3870
64,7,
29,3,4300
28,3,6450
37,3,6450
47, ,
51,8,
51,8,
23, ,
77, ,
72, ,
47,2,6000
69, ,
41,1,5000
40,1,5000
23,2,4000
21, ,
48,1,4000
47, ,
22, ,
15, ,
51,7,
43,7,
18,3,5160
16,7,
54,7,
45, ,
14, ,
66, ,
66, ,
66,7,
69, ,
18, ,
45,4,7740
52,2,1400
18,2,600
74, ,
75, ,
62, ,
57, ,
48,3,6450
45,1,3000
32,3,4300
41, ,
16, ,
44,2,7800
44,7,
16, ,
67, ,
67, ,
29,2,7700
73, ,
67, ,
37,2,7400
37,2,7400
55, ,
25, ,
16, ,
31, ,
54,3,3870
20,3,4300
35,3,6450
12, ,
69, ,
68, ,
41, ,
58, ,
56, ,
19, ,
59, ,
22, ,
21, ,
29,8,
29,7,
24,7,
39,3,6450
27, ,
23,8,
38,3,3010
17, ,
15, ,
61, ,
57, ,
24,8,
41, ,
36,8,
19,8,
18, ,
16,8,
42,2,6000
42,8,
20, ,
27, ,
37,3,7310
45, ,
25,2,6000
21,3,4300
35,3,1290
31, ,
15, ,
66,5,800
57, ,
27,3,5590
30, ,
33,3,6450
12, ,
34,3,8600
33, ,
15, ,
13, ,
51,7,
51, ,
20, ,
25, ,
73, ,
35,7,
51,2,8000
41,2,8000
47,4,6450
49, ,
20, ,
18, ,
14, ,
57,3,5160
54,3,860
17,4,860
57, ,
25,7,
71,4,3000
28,4,4300
37,8,
36,4,3870
14, ,
13, ,
53,3,4300
50,4,3225
69, ,
65, ,
31,3,5160
22, ,
45,7,
30,2,10400
45,3,6880
46,7,
59,3,7310
48, ,
46,7,
44, ,
19, ,
58,7,
54,3,1720
31,7,
24,7,
23, ,
68, ,
65, ,
34,8,
30,8,
63, ,
63, ,
39, ,
31,7,
29, ,
81, ,
57,3,5160
70, ,
79, ,
45,1,7000
39,1,8000
13, ,
67,4,7500
62, ,
65, ,
37,7,
44,7,
61, ,
55, ,
50,3,12900
47, ,
19, ,
13, ,
62,3,5160
39, ,
29,3,6020
16, ,
28,4,9000
32,2,5000
59, ,
68, ,
50,7,
50, ,
19, ,
57,7,
34,3,6450
85, ,
90, ,
42,7,
70,7,
71, ,
50, ,
52,7,
47, ,
25, ,
21, ,
48,7,
46, ,
18, ,
16, ,
61, ,
64, ,
74, ,
72, ,
39, ,
38,3,8600
15, ,
33,7,
31, ,
13, ,
45,4,7500
40,8,
17,8,
15, ,
13, ,
58,8,
47,8,
43,8,
46,8,
22, ,
13, ,
55,8,
53, ,
30,8,
12, ,
75, ,
94, ,
63,3,3870
58, ,
16, ,
47,7,
44, ,
53, ,
35,7,
36,7,
15, ,
86, ,
75, ,
53,3,3870
22,7,
23, ,
57,8,
50,8,
24,8,
36,8,
35, ,
12, ,
40,8,
40, ,
53,2,3200
53,3,5160
20,2,6400
68,2,10000
30,2,6000
62, ,
47,2,12000
54,2,8000
53,2,7000
15, ,
25,2,7000
45,2,9400
45, ,
16, ,
14, ,
67, ,
62, ,
58, ,
22,8,
45,8,
21, ,
38,3,9030
37, ,
18, ,
36,3,4300
34, ,
40,3,4300
41, ,
18, ,
16, ,
33,3,50525
38, ,
16, ,
66, ,
70, ,
49,4,2580
23,3,6450
18, ,
51, ,
27,7,
26,7,
80, ,
47,7,
22,4,3870
44,4,6000
48, ,
71, ,
46,1,10000
70, ,
70, ,
67, ,
32,3,6450
33,2,6000
14, ,
12, ,
53,1,3000
47, ,
19, ,
22,3,3010
20,7,
30,7,
42,3,4730
42,3,3440
24,3,4300
22, ,
21,3,3870
70, ,
57,1,3000
48,3,1290
27,2,4000
21, ,
24,2,6000
32,4,7500
26, ,
81, ,
45, ,
29, ,
28,7,
27, ,
47,3,7310
45, ,
33,3,8600
32, ,
29,8,
30,7,
38,7,
35, ,
19, ,
18, ,
12, ,
42,7,
50, ,
21,3,3870
19, ,
17, ,
14, ,
47,7,
47, ,
19,7,
14, ,
59,7,
28,8,
20,8,
45, ,
46, ,
26,7,
19, ,
16, ,
52,4,1075
16, ,
24,7,
60,2,3600
54,7,
18, ,
44,7,
41, ,
21, ,
23, ,
39,3,8600
39,4,6450
20,3,4300
13, ,
31,2,5000
25, ,
59,3,8600
61, ,
37,3,8600
26, ,
41,8,
41, ,
28,3,8600
19, ,
19,8,
18,3,6450
49,8,
44,7,
37,3,4300
17, ,
35,7,
17, ,
16,7,
22,7,
81, ,
80, ,
57,2,6000
53,2,2000
19, ,
16, ,
53,2,3200
21, ,
13, ,
46,4,6450
28,3,6450
15, ,
44,7,
39, ,
14, ,
56, ,
29,8,
24,8,
56,4,1204
51,7,
15, ,
55,7,
53, ,
30,7,
29,7,
19,2,3000
62, ,
57, ,
29,7,
27,7,
26,7,
56,7,
29,7,
27, ,
39,8,
37, ,
46,8,
46,7,
27,7,
21,7,
12, ,
51,7,
47, ,
15, ,
21, ,
22,7,
72, ,
58,8,
27,2,6800
24, ,
90, ,
39,3,15050
33, ,
45,7,
36,2,3500
17,2,3000
14,2,3000
12, ,
12, ,
46, ,
23, ,
51, ,
21, ,
31,8,
31,3,6450
33,3,6450
39,7,
31,2,16000
36,1,5000
52,7,
51,7,
29,3,8600
27, ,
69,8,
62,8,
41,7,
40,8,
42,7,
40,7,
21, ,
48,2,5000
45,2,6000
25,2,12000
21, ,
17, ,
32,3,5160
31,4,989
12, ,
56,2,6000
48,2,3000
26, ,
20,2,6000
86, ,
34,2,6000
60, ,
57, ,
49,7,
22,3,1290
46,3,5160
40,4,3440
14, ,
42,2,24000
44,2,24000
60,7,
72, ,
39,8,
37,7,
15, ,
51,7,
49,2,6000
20, ,
56, ,
56,7,
25,2,8000
21, ,
28,8,
33,8,
45,3,3225
69, ,
28, ,
58,7,
26,2,5000
26,7,
30,7,
32,8,
90, ,
76,3,2150
33,7,
32,7,
16, ,
14, ,
13, ,
66, ,
37,7,
20, ,
16, ,
41, ,
42, ,
17, ,
17, ,
36,7,
39,3,3870
24,8,
26, ,
48,7,
48, ,
17, ,
15, ,
60,4,5160
49,2,7000
34,7,
34,8,
13, ,
49,7,
45, ,
19, ,
15, ,
80, ,
71, ,
42,8,
42,7,
40, ,
16, ,
14, ,
41, ,
64,7,
44,3,7740
40,7,
14, ,
67, ,
62, ,
40,2,12000
40,2,8000
41, ,
34,3,5590
31,3,4730
42,3,6450
42, ,
25, ,
16, ,
38,1,10000
39, ,
19, ,
16, ,
31,2,12000
36,2,10000
78,4,3870
63, ,
26,2,8800
22,2,8000
23,2,9000
43,3,5590
44, ,
27, ,
30,2,10000
45,2,9200
25,3,3010
17,3,2150
39,3,4300
33,4,430
37,3,6450
38, ,
52,3,4300
32,3,5590
30,4,6450
15,3,2150
14,3,1720
56,3,7740
53, ,
33,4,2150
14,4,5160
53,3,8600
50, ,
29,2,4000
22,4,645
37,7,
35, ,
17, ,
12, ,
41,7,
35, ,
13, ,
80, ,
46,4,1032
34,4,860
29,2,4000
68, ,
63, ,
36,7,
32,7,
34,7,
16, ,
52,2,4400
38, ,
29,3,9460
28,3,10320
38,4,2150
17, ,
14, ,
56,1,8000
44,7,
27,7,
17, ,
47,8,
49,8,
15, ,
65, ,
60, ,
31,1,15000
31,1,10000
66,1,17000
66,1,5000
61, ,
54, ,
37,4,7740
25,4,7740
31,4,7740
46,3,4300
42, ,
24, ,
21, ,
35, ,
30,3,5590
16, ,
45,3,4730
41, ,
39,2,11000
37,2,12000
65, ,
87, ,
28, ,
30, ,
51,7,
48,8,
24, ,
16, ,
59,3,6450
58,3,6450
60, ,
37,3,6020
34, ,
17, ,
15, ,
13, ,
51, ,
50,3,8600
14, ,
74, ,
52, ,
63,4,2150
35, ,
28, ,
29,4,4500
44,2,6000
53,2,5800
65,8,
26,8,
27, ,
46, ,
43,3,5160
13, ,
52,7,
50,7,
36,2,7600
44,3,4300
70, ,
53,7,
39, ,
33,8,
34, ,
14, ,
13, ,
58,8,
48,8,
59, ,
35, ,
26,7,
41,3,12900
40,3,6450
20,3,4300
38,2,16000
35, ,
12, ,
68,3,12900
63, ,
44,2,12000
53, ,
27,3,17200
29,3,7310
69,2,5000
71, ,
39,2,10000
34,2,6000
32,2,6000
62, ,
58, ,
34,3,4730
53,1,3000
50, ,
26,2,14000
50,3,4300
28,2,2600
34,2,5000
35, ,
15, ,
42,4,7740
35, ,
14, ,
12, ,
57,8,
50,8,
20, ,
16, ,
12, ,
68, ,
78, ,
40,7,
76, ,
52,8,
47,8,
73, ,
39,8,
29, ,
28,2,4000
46,8,
85, ,
72, ,
60,4,5160
39,7,
16, ,
33,3,4300
16, ,
29, ,
35,4,2150
40,3,7740
38,1,1000
15, ,
13, ,
49,8,
45, ,
19, ,
29,3,6880
27, ,
50,7,
43,7,
45, ,
15, ,
14, ,
76, ,
62, ,
22, ,
21, ,
49,3,4730
36, ,
16, ,
13, ,
68, ,
32,7,
32, ,
16,3,3440
14,3,3010
48, ,
51,7,
49,7,
20, ,
53,8,
24, ,
51,2,10000
47,4,15000
24, ,
54, ,
49,7,
27,4,1720
28,7,
28, ,
44,8,
45, ,
21, ,
41,7,
38, ,
16, ,
25,7,
24, ,
78, ,
64, ,
43, ,
17, ,
35,3,8600
33,3,1720
18, ,
53,3,4300
36,4,3225
57,3,8600
56, ,
40,2,6000
45, ,
42,7,
59,8,
56, ,
27,3,4300
57,7,
52, ,
29,7,
27,7,
28,7,
75, ,
80, ,
53,7,
54,7,
36,4,6000
24,3,5160
23,3,860
21, ,
87,4,6000
68, ,
30,3,12900
22, ,
43,3,6450
43, ,
22,3,6450
17, ,
76, ,
49,1,2000
64, ,
63, ,
35, ,
27,2,8000
38,8,
19, ,
29,7,
20,7,
67,2,5750
60, ,
33,2,6000
66, ,
64,3,1290
45,7,
50, ,
24, ,
26,3,3440
49,3,4300
47,3,5400
13, ,
64, ,
43,2,7000
53,2,5000
21,3,4300
13, ,
82, ,
77,7,
32,8,
28, ,
42,8,
42, ,
48, ,
48, ,
17, ,
64, ,
70,3,3870
71, ,
41, ,
31,2,5000
32,3,1290
51,3,5590
50,2,5400
30,3,4300
18, ,
15, ,
47,7,
38, ,
37,7,
50,4,10750
31,7,
78, ,
52, ,
57,4,5160
80, ,
56,7,
53,8,
49,7,
54, ,
55,4,6000
20,3,2150
27,7,
23, ,
57,3,1290
21,3,2580
63, ,
51, ,
34,7,
40,4,9030
21, ,
17, ,
73,4,12000
72, ,
58,7,
62, ,
33, ,
31, ,
27,7,
47,4,4515
22, ,
61, ,
75, ,
26, ,
25, ,
38,7,
72,7,
37, ,
17, ,
71, ,
50,2,14000
50,2,14000
20, ,
27,1,4000
17, ,
13, ,
54,8,
43,8,
38, ,
20, ,
14, ,
73, ,
71, ,
63,8,
84, ,
44,8,
35,8,
14, ,
16, ,
59,1,3500
52, ,
32,7,
43,8,
43, ,
19, ,
13, ,
41,1,3000
39, ,
19,4,4300
43,4,2580
45,4,4300
15, ,
14, ,
67,3,5160
61, ,
38, ,
32, ,
15, ,
46,4,860
41, ,
16, ,
54, ,
93, ,
58, ,
42,2,9000
40, ,
19, ,
43,7,
20, ,
17,3,3096
12, ,
47,3,3010
48, ,
17, ,
24, ,
34, ,
24,7,
48,3,4730
49, ,
25, ,
17, ,
48,3,6450
48, ,
25,3,6450
25, ,
50,3,5160
41, ,
16, ,
25,3,4300
39,3,5160
29,2,5000
29,3,5160
27,3,4300
12, ,
58,3,8600
54, ,
14, ,
51, ,
57,7,
57, ,
30,7,
29,7,
45,7,
35, ,
65,4,2580
60, ,
72, ,
89, ,
45,7,
68, ,
49,7,
49, ,
22,3,4300
33,4,4300
68, ,
42, ,
62, ,
58, ,
41,8,
38, ,
40, ,
79, ,
75, ,
45, ,
67, ,
63, ,
23, ,
29, ,
59, ,
58,7,
73, ,
43,7,
49,7,
47, ,
24, ,
46,4,370
52,4,1720
17,3,6450
15,3,3870
14, ,
54,3,4300
52,3,3010
28,2,6000
37,2,4000
26,3,3440
59,4,18060
39,4,5160
19, ,
14, ,
18, ,
16,3,2150
44,3,10750
44, ,
27, ,
26,3,6450
22, ,
65,7,
63, ,
28,7,
33, ,
13, ,
50,7,
46,4,4300
18,4,4300
17, ,
44,1,6000
48, ,
19,7,
17, ,
13, ,
66, ,
37,7,
36,7,
54, ,
60,7,
61, ,
20, ,
59,3,6450
43,4,2150
23, ,
17, ,
15, ,
57, ,
53,3,4300
26,7,
69, ,
53,1,10000
29,2,10000
28,3,6450
17, ,
39, ,
15, ,
30,1,3000
30, ,
63,2,4400
64, ,
57,2,4000
37,2,7000
31,3,4300
42,2,9000
46,2,6000
39,3,6450
52,2,4000
21, ,
20, ,
35,3,4300
13, ,
64, ,
75,8,
57,7,
50,3,4300
50,7,
27, ,
20, ,
24, ,
30, ,
42,7,
39, ,
83, ,
66,4,430
27,7,
46,7,
47, ,
19, ,
15, ,
13, ,
71, ,
43, ,
48,7,
45,7,
55, ,
51, ,
32,7,
29, ,
27,7,
27, ,
12, ,
60, ,
28,4,10320
49,4,5160
17, ,
59,2,5000
57, ,
44, ,
26,7,
75, ,
49,7,
27,7,
45, ,
17, ,
52,7,
54, ,
18, ,
66,7,
43,7,
32,7,
63, ,
60,7,
44,7,
56, ,
53, ,
57,7,
27,2,5000
58, ,
31,7,
20, ,
60,7,
60,7,
70, ,
46,3,6450
23,7,
79, ,
50,8,
46,8,
16, ,
54, ,
27,2,4000
39,3,6450
42, ,
20,3,6450
53,8,
48, ,
28,8,
23,8,
35,2,4600
18, ,
14, ,
54, ,
53,2,7000
