eda,p6b1,p6b2
77, , 
24, , 
58, , 
77, , 
37,7, 
25,4,3440
30,4,3010
40,3,5590
42,3,6020
13, , 
52, , 
23,3,8600
20, , 
72, , 
65, , 
74, , 
51, , 
12, , 
68, , 
70, , 
70, , 
68, , 
68, , 
78, , 
60, , 
62,2,2000
23, , 
38,3,10750
25, , 
37,3,5160
40, , 
51,3,6020
52, , 
50,3,5160
32, , 
13, , 
24,3,6020
55,3,4730
83, , 
21,3,4300
55, , 
22, , 
28,3,860
52,1,10000
52, , 
26, , 
21, , 
19, , 
62,3,10750
71, , 
76, , 
62,1,3000
62, , 
63,7, 
58, , 
30, , 
31,7, 
47,3,6450
24,3,5160
14, , 
60,1,10000
38,4,6450
43,4,4300
22,4,5160
14, , 
48,4,4622
13, , 
42,7, 
23,2,2000
20, , 
76,1,2800
72, , 
68,3,4300
62, , 
28,3,5590
37,3,6450
67, , 
61, , 
28,7, 
54, , 
46, , 
22, , 
34,2,10000
24, , 
43,2,4000
42, , 
15, , 
28,2,7600
27, , 
63, , 
52,3,6450
16, , 
22,3,10750
23,2,12000
53,3,21500
54, , 
14, , 
50,3,8600
45, , 
19, , 
61, , 
40,4,860
28,3,8600
36,3,6880
20, , 
50,7, 
70, , 
28,3,5590
25, , 
19, , 
52,1,4000
17, , 
24,3,4730
45,2,12000
43,3,8600
20, , 
17, , 
38,3,6020
31,3,6880
49,3,4730
39,3,3870
13, , 
54,3,4300
50, , 
26,3,5160
19,3,3440
25,3,9890
25,2,10000
80, , 
51,7, 
51, , 
21, , 
15, , 
13, , 
41,7, 
41,7, 
18,3,7740
12, , 
53,8, 
34,1,15000
20, , 
62, , 
46, , 
20, , 
30,3,12900
27, , 
40,7, 
40,3,6450
17, , 
36,3,6450
31,2,12000
49,4,3225
24, , 
30,3,8600
44,3,10750
67, , 
41,3,10750
49,2,18000
49, , 
23,2,18000
18, , 
18,3,6020
47, , 
24,7, 
56,1,14000
55, , 
33,1,7000
22, , 
66,3,12900
62, , 
41,2,9600
29,2,4200
93, , 
53,1,15000
53, , 
21, , 
19,2,5800
18, , 
53,2,7000
14, , 
75, , 
26,2,5800
28,3,5160
22,7, 
59,3,4300
12, , 
44,3,5590
45,3,5590
16, , 
14, , 
13, , 
20,3,6020
40,3,12900
49,3,4730
45, , 
15, , 
24,7, 
44,4,8127
22,3,5160
74, , 
68, , 
41, , 
28, , 
18, , 
66,3,4300
64, , 
37, , 
26, , 
26, , 
70, , 
50,3,17200
47, , 
17, , 
54,7, 
53, , 
21, , 
41,2,18000
39,2,16000
15, , 
41,1,40000
44, , 
12, , 
44,1,25000
40, , 
21, , 
18, , 
49,1,20000
38, , 
52,2,10000
47,3,8600
49,3,7740
19,3,8600
16, , 
49,2,10000
41,2,10000
40,2,10000
16, , 
44,4,3225
18, , 
50,4,10320
41,3,6450
23, , 
20, , 
18,3,5590
34,3,6450
33, , 
50,4,10320
26,3,5160
84, , 
50,7, 
45, , 
18, , 
40,3,7740
43, , 
23,3,5160
26,3,5160
74, , 
45, , 
21, , 
51, , 
25,3,6450
29,1,15000
20,3,6020
23,4,4515
50,3,8600
35, , 
16, , 
15, , 
63,3,5590
54,3,6450
37,3,7740
31, , 
42,3,12900
40,1,12000
15, , 
37,7, 
40,3,6880
16, , 
31,3,10750
28, , 
42,7, 
43,7, 
22, , 
18, , 
64,1,16000
56, , 
22, , 
25,7, 
18, , 
42,3,5160
33,2,7000
14, , 
53, , 
51, , 
22, , 
13, , 
67, , 
49,2,14000
56,7, 
15, , 
64,7, 
23,3,5590
46,3,5160
45, , 
21,3,4730
16, , 
28,3,5590
66, , 
60,1,1500
41,1,1500
22, , 
14, , 
12, , 
75, , 
66, , 
50,7, 
44, , 
73,3,9030
67, , 
49,3,10750
47, , 
24,3,5160
20,3,7740
12, , 
73, , 
46,3,5590
57,1,20000
37,3,5590
32,3,5590
15, , 
48,2,20000
46,2,12000
53,8, 
56,2,6000
41,1,5000
19, , 
18, , 
63,2,5600
45,7, 
45, , 
16, , 
13, , 
71,1,5000
73, , 
71, , 
71, , 
26,3,6450
29, , 
43,3,7740
14, , 
61, , 
20,7, 
18,3,3870
59,8, 
26,2,8000
24, , 
38,4,4644
43,3,4730
18, , 
16, , 
29,7, 
29, , 
46,1,25000
42,3,7310
41, , 
22,3,5899
18,3,5590
16,4,2150
41,3,5160
37, , 
15, , 
13, , 
48,3,2150
41, , 
60,7, 
62,7, 
42, , 
41, , 
14, , 
43,3,10750
84, , 
63,3,8600
46,1,20000
37, , 
56,2,6000
23,3,2150
59,3,8600
22,3,4085
40, , 
35,2,8200
49,3,4300
25, , 
28, , 
15, , 
62, , 
29,3,6880
24,3,6880
61, , 
55, , 
57,3,7740
29, , 
12, , 
24,3,5160
22, , 
44,3,8600
24,2,9800
24,3,8600
32,2,14000
31,1,14000
42,4,6450
43,3,5590
22,2,5000
19, , 
29,1,12000
27,3,5590
59, , 
43,1,3500
19, , 
16, , 
24,3,6450
59,1,25000
30,1,11000
22, , 
52, , 
53,2,7000
53,4,3870
48, , 
28, , 
24, , 
55,3,5160
54,3,6450
22,2,11200
54,7, 
50, , 
35,1,8000
17, , 
33,3,6450
30,3,5590
13, , 
47,3,5160
31,3,8170
26,7, 
19,7, 
72, , 
62, , 
56,7, 
27, , 
44,8, 
40, , 
12, , 
36,4,8600
80, , 
80, , 
53,7, 
62,3,3870
51,3,3870
91, , 
63,3,5160
42,1,22000
65, , 
82, , 
47, , 
24,3,6880
72, , 
42,3,4730
33,3,8600
32, , 
12, , 
29,3,4300
24, , 
35,3,5590
54,1,25000
54, , 
26, , 
16, , 
51,3,21500
32,3,21500
29,3,15050
18,3,6450
50,1,18000
52,2,14000
14, , 
12, , 
59,1,18000
55, , 
26, , 
17, , 
38,1,20000
35, , 
60, , 
26, , 
59, , 
32,4,4644
32,3,5160
14,4,645
14, , 
13, , 
16,4,1290
38,3,4300
25,3,7310
71,7, 
65, , 
93, , 
67, , 
89, , 
49, , 
89, , 
48,3,7740
43,3,5160
14, , 
40,3,8600
24, , 
83, , 
53,3,4730
58,3,7740
43,3,6450
45,3,3440
21, , 
18,3,3010
74,3,5160
66,3,4300
90, , 
15, , 
13, , 
35,3,6450
50,1,10000
49,1,14000
22, , 
18, , 
12, , 
51, , 
50, , 
41,3,3870
41,3,8600
16, , 
37,3,7310
39,2,10000
19, , 
32,3,5805
33,3,6450
44,7, 
44,7, 
17, , 
15, , 
67, , 
65,7, 
54, , 
23,3,6450
25, , 
56,7, 
56,4,4300
15, , 
45, , 
17,3,5160
46,7, 
20,3,6450
38,7, 
34,1,8000
19, , 
23, , 
22,7, 
24,1,20000
59, , 
35,3,4300
83, , 
48,3,4515
58,7, 
50,4,6672
29,3,5160
24, , 
20,3,4730
44,7, 
23,4,2150
15, , 
12, , 
53,3,4300
29,3,4730
66, , 
36, , 
16, , 
12, , 
54, , 
28, , 
17, , 
22, , 
21, , 
59, , 
72, , 
46,3,12900
46,3,8600
35,7, 
15, , 
16, , 
58,2,14000
56, , 
53, , 
28,7, 
87, , 
66, , 
65, , 
27,8, 
37,3,6450
42,3,5160
24,3,6450
21, , 
33,2,6800
26, , 
47,7, 
48,3,6450
12, , 
63,4,774
36,4,2150
15, , 
15,4,340
13, , 
12, , 
59,2,8600
41,3,6020
42,3,6450
26,3,5160
43,2,16000
14, , 
69, , 
71, , 
38,7, 
37,2,30000
44,2,30000
15, , 
57,7, 
52, , 
70, , 
70, , 
20,3,7740
36,2,12000
34,2,12000
49,3,7740
21,3,7740
44, , 
35,3,4300
28,3,7740
27,3,6450
56,2,4000
28,4,7740
28, , 
35, , 
35, , 
51,3,7525
63, , 
34,3,6020
12, , 
59,3,3010
50,3,4300
35,2,2000
47,7, 
14, , 
21, , 
50,3,15050
45,3,7310
21, , 
16, , 
67, , 
75, , 
47,3,6450
46,3,6450
45,4,3225
43,2,8000
21, , 
23, , 
14, , 
39,3,8600
35,2,10000
17, , 
34,3,10750
33,3,10750
48,3,6450
48, , 
46,7, 
43, , 
74, , 
70, , 
33, , 
53,1,20000
54, , 
24,3,5160
14, , 
48,8, 
57,7, 
52, , 
22, , 
24, , 
36,3,6450
28,2,9600
13, , 
42,3,10750
39,2,3700
17,3,7740
45,3,10750
47,3,5590
19,3,5590
14,4,3225
42,3,9460
22,3,4730
42,3,5160
38, , 
17,3,2150
32,3,5160
28, , 
70,4,10320
55,2,4900
22,3,6450
40,3,8600
33, , 
68,3,3440
37,3,15050
36, , 
50,7, 
47,7, 
20,3,6450
54,4,5160
51,2,8000
33,4,3225
75, , 
37,2,14000
41,2,14000
61,4,2580
30,3,7310
56, , 
51,1,2000
41,3,10750
42,3,10750
38, , 
14, , 
57,3,6020
26,3,5160
42,3,9890
30,5,9030
41,3,6020
44,3,12040
42, , 
19,3,8600
42,1,10000
40,1,5000
25,1,3500
20,1,4000
36,7, 
43,7, 
22,3,4730
17,3,3010
42,3,5160
37,3,5160
17,2,4000
14, , 
36,4,4300
15, , 
73, , 
31, , 
53,3,5590
24,3,6020
32,3,8170
44,4,12900
43, , 
14, , 
19,3,6450
54,3,4730
68, , 
65, , 
58, , 
43,3,4730
21,3,5160
47, , 
62,4,6020
56, , 
61,4,6020
76, , 
71, , 
47,7, 
33,7, 
46, , 
16,3,4300
13, , 
29, , 
40,3,15050
39,3,3440
34, , 
16, , 
13, , 
38,1,12000
40, , 
14, , 
50,7, 
50,8, 
60,7, 
59, , 
34,3,3870
27,7, 
54, , 
53,4,5160
51,3,6450
13, , 
39, , 
16, , 
83,1,13000
67, , 
69,1,20000
74, , 
67,2,4400
54, , 
25, , 
23, , 
15, , 
66, , 
62, , 
40,3,6020
37, , 
22,3,3870
16, , 
50, , 
27,2,10000
62,4,4300
23,3,4300
17,3,5160
42,4,5375
40,3,6450
42,4,7740
32,3,5160
13, , 
78, , 
20, , 
59, , 
56,3,5375
42,3,4945
42,7, 
20, , 
70, , 
58,3,5160
56, , 
21,3,8600
29,3,5590
17, , 
60,3,6450
56,3,6020
23,3,2150
58,1,12000
54,1,9000
26,1,15000
57,3,19350
53, , 
29,2,30000
25,3,2580
15, , 
61, , 
18, , 
29,3,8600
31,3,6450
13, , 
34,2,10000
31, , 
44,1,65000
45, , 
17, , 
35,8, 
33, , 
16,3,6450
48,8, 
40,8, 
19, , 
17, , 
52,1,30000
47,1,15000
25,1,12000
21, , 
69,8, 
62,7, 
74, , 
62,2,40000
62, , 
31,2,16000
48,6,2150
80, , 
56,2,9600
80, , 
44,4,5160
21,1,8000
24,3,8600
24, , 
46,3,12900
46, , 
26,3,6020
33,1,22000
62,7, 
60, , 
29,2,7800
69, , 
69,3,3870
31,3,8600
31,3,9890
53, , 
25, , 
29,7, 
47,3,8600
49,3,4300
20, , 
18, , 
76, , 
50,7, 
36, , 
48,3,6020
45,3,6020
26,3,5160
13, , 
21, , 
67, , 
34,1,10000
20,2,7600
29,8, 
29, , 
37,7, 
40, , 
17,3,4300
46,4,1935
17,3,3655
19,3,5590
41,3,4300
39,3,4300
17, , 
15, , 
26,3,5590
45,3,6020
46, , 
21,3,5590
77, , 
37,2,8600
37, , 
54,7, 
55, , 
33,7, 
32,1,14000
17, , 
57,3,6020
57, , 
60, , 
57, , 
29,1,15000
32, , 
40,3,6450
37, , 
16, , 
12, , 
61, , 
62, , 
38,7, 
38, , 
15, , 
13, , 
38, , 
18, , 
19, , 
42,3,8600
45,8, 
34, , 
43,7, 
14, , 
19, , 
49,7, 
47,7, 
30,7, 
52,7, 
73, , 
46,2,7000
44,4,20640
38,2,7000
37,7, 
18, , 
13, , 
65, , 
77, , 
58, , 
59,7, 
57,3,7740
51,7, 
49,7, 
22,3,3870
24,3,3870
39,7, 
39,7, 
19, , 
13, , 
62, , 
46,3,21500
40,7, 
22,3,2150
15, , 
67,3,51600
56,3,17200
41, , 
13, , 
54,3,6450
61, , 
39,3,4300
61, , 
24,3,6450
24,3,645
38,7, 
40,3,5160
17, , 
55,3,7740
54,3,5375
33,3,4945
49,7, 
46, , 
21,7, 
13, , 
46, , 
37,7, 
27, , 
46,7, 
42,8, 
35,8, 
18,3,4300
38,2,7200
38,2,7200
18,3,3010
23,3,6020
20, , 
47,1,5000
50,3,3440
22,3,5160
16, , 
20,3,5160
43,3,6880
12, , 
17, , 
36,1,16000
71, , 
47, , 
29, , 
64, , 
64, , 
38,7, 
33,7, 
73, , 
67,7, 
36, , 
67,8, 
66, , 
27,2,7600
35,2,7600
83, , 
64, , 
35,3,8600
16, , 
14, , 
31,3,9030
27,1,10000
23, , 
71, , 
16, , 
19,3,3870
64, , 
65, , 
49,7, 
45,7, 
16,4,4386
60,3,10750
17, , 
57, , 
25,1,20000
49,4,645
42,7, 
19, , 
20, , 
34,7, 
79, , 
48,3,8600
39,3,8600
33,2,7000
12, , 
33,3,7310
25,1,10000
25, , 
32,2,11600
30,3,5160
54,3,5590
20,3,9890
43,3,19350
40,4,4300
12, , 
23,2,6000
23, , 
50,7, 
47, , 
23,3,6020
16, , 
28,1,11000
29, , 
47,3,6020
48,3,7310
76, , 
47,3,6020
49,3,8600
41,2,10000
38,3,3440
33, , 
15, , 
12, , 
58,3,17200
66,4,4300
71, , 
70, , 
72, , 
64, , 
41,7, 
75, , 
69, , 
50,2,9000
16, , 
74, , 
27,7, 
24,5,10750
68, , 
39,3,10750
40, , 
19, , 
74, , 
72, , 
75, , 
66,7, 
13, , 
17, , 
76, , 
38,7, 
39, , 
17,3,5160
12, , 
37,3,6450
39,3,5590
16, , 
61,2,8000
51, , 
18,2,5200
80, , 
84, , 
84, , 
32,3,8600
32,2,6000
13, , 
78,4,2150
54, , 
74, , 
51,3,4300
38,8, 
32,8, 
37,1,9600
38,1,10000
60,1,6000
42,1,8000
20,3,4300
12, , 
61, , 
52,3,7310
31,1,11000
51,1,40000
50,1,18000
16, , 
49,1,15000
49,1,12000
25, , 
18, , 
57,2,14000
59, , 
32,2,7000
23, , 
46,4,2150
41,3,1720
26,7, 
23,1,10000
72,8, 
50, , 
72, , 
38,1,15000
59, , 
29,7, 
37,7, 
62,3,8600
63, , 
75, , 
59, , 
33,3,6450
60, , 
55,2,10000
59, , 
28, , 
34,3,10750
38, , 
12, , 
44,1,15000
47, , 
26,5,7740
25,1,10000
21, , 
79, , 
50, , 
23,3,6880
27,2,15000
26,2,14000
41,3,12900
74, , 
28,7, 
22, , 
51,7, 
50,3,5590
24, , 
28,7, 
40,8, 
43, , 
20, , 
12, , 
54, , 
54, , 
31,7, 
24, , 
42,3,2150
17, , 
46,1,20000
45,3,3225
21,3,4300
19,3,1290
16, , 
65,7, 
34,7, 
29,2,12000
25, , 
32,2,6000
50,3,6450
36,3,5160
42, , 
17, , 
16, , 
51,1,8000
31,7, 
34,1,9000
54,3,8600
48,3,5590
51,2,10750
52, , 
24,3,8600
26,2,6000
30,2,4000
34,3,6450
52, , 
14, , 
49,3,6450
48,3,2580
22,3,3010
18, , 
28,3,2580
57, , 
59,3,6450
55,2,6000
48,3,8600
20,3,4902
53,3,7740
50,3,6450
26,2,9600
59, , 
57, , 
16, , 
30,3,12900
27,3,8600
35,7, 
35, , 
49,3,8170
45,3,15050
21,3,12900
16, , 
49,1,45000
45,1,20000
26,1,20000
18, , 
22, , 
53,7, 
57, , 
27,7, 
54,8, 
48,8, 
22,8, 
19,8, 
33, , 
58,3,12900
52, , 
14, , 
46, , 
43,3,6286
15, , 
75, , 
24,7, 
42,3,5160
41, , 
21, , 
19, , 
51,1,10000
25,1,8000
46,8, 
24, , 
73, , 
74, , 
19,7, 
22, , 
54,7, 
56, , 
29,3,3870
12, , 
84, , 
80, , 
58,3,6880
54, , 
77, , 
72, , 
52,2,3000
14, , 
13, , 
57, , 
47, , 
27,7, 
19, , 
27,3,8600
48,3,25800
24,1,1200
46,7, 
47, , 
26,7, 
21, , 
13, , 
48,2,28000
42, , 
58, , 
60, , 
19,7, 
26,3,6450
24,3,7740
95, , 
87, , 
90, , 
76, , 
55, , 
46,7, 
44, , 
24, , 
22, , 
33,1,20000
32,1,17000
32,7, 
57,7, 
58, , 
28,3,16340
26,3,16340
27,3,8600
22,2,18000
58,3,8170
53,7, 
18, , 
13, , 
57, , 
56, , 
23,7, 
15, , 
23,3,4300
64, , 
66,2,4000
44,5,6000
16, , 
39,3,10750
39,3,9890
33,4,7740
16, , 
31,3,12900
23,3,6020
21, , 
67, , 
58,3,6020
38, , 
15, , 
13, , 
12, , 
31,3,5590
25, , 
39,2,9000
36,3,4300
18,3,6880
12, , 
42,3,60250
13, , 
45,3,9890
49,3,8600
45, , 
21, , 
20,3,5160
91, , 
58, , 
39,3,6450
40, , 
21,3,2580
31,3,6450
28,3,5160
13,4,6450
12, , 
65,3,6450
40,3,5590
24,3,5160
14, , 
43,4,6450
24, , 
40,3,6450
74, , 
65, , 
60, , 
57, , 
29,3,6020
19,3,1720
25, , 
38,7, 
30,3,5590
43,3,5590
46,7, 
26,7, 
22,3,5590
23,3,5590
46, , 
41, , 
19,3,5160
47,3,7740
50,3,5160
27,7, 
57, , 
81, , 
61,8, 
61, , 
26,7, 
67, , 
51,7, 
35,2,8000
65, , 
37,2,6000
13, , 
29,3,5160
38, , 
15, , 
68,3,6450
60,3,1720
58,3,5375
30,3,12040
32, , 
52,3,6471
47,2,2890
23,3,5590
22,2,9200
39,3,6450
41, , 
17, , 
52,4,2580
23,3,10750
22, , 
27,3,12900
29,2,16000
34,3,5590
17,3,4192
44,3,5590
51, , 
14, , 
13, , 
32, , 
84, , 
58,3,5160
41,3,4085
13, , 
23,3,5160
30,3,5590
33,3,6450
76, , 
42,3,6450
78, , 
46,3,7740
31,2,12400
19, , 
39,3,17200
37,3,12900
37,8, 
34,8, 
14, , 
29,2,20000
43,3,12900
38, , 
19, , 
15, , 
13, , 
47, , 
45, , 
27, , 
23,3,15050
16, , 
15, , 
37,7, 
35, , 
68,3,12900
66, , 
61,1,800
18, , 
34,3,10750
33,2,19350
42,5,8600
39, , 
50,8, 
46,8, 
21, , 
27,8, 
50,3,12900
47,2,11000
20, , 
18, , 
41,2,30000
37, , 
14, , 
13, , 
50,3,8600
24,2,6000
24,2,8000
38,3,6450
16, , 
13, , 
79, , 
77, , 
34,3,6450
27,3,12900
46,7, 
48, , 
23,7, 
48, , 
28,3,5160
37,3,12040
34,3,3440
16, , 
30,7, 
12, , 
33,3,8600
56, , 
27,3,5160
35, , 
13, , 
40,8, 
29, , 
66, , 
20, , 
44,3,21500
46, , 
23,3,5504
21,3,12900
13, , 
35,8, 
61,7, 
62,4,2150
34,7, 
57, , 
58, , 
38, , 
14, , 
97, , 
43,3,6020
52,7, 
61,7, 
56, , 
30,7, 
33,7, 
66, , 
63, , 
38,7, 
27,3,6450
67, , 
79, , 
77, , 
56,7, 
55,7, 
54,7, 
52,7, 
50,7, 
47,3,6880
83, , 
80,7, 
49,7, 
44, , 
21, , 
58,4,3225
44,2,30000
44,2,30000
13, , 
37,1,20000
39,3,6450
46, , 
53,7, 
52, , 
29,7, 
26,7, 
49,7, 
49,7, 
44, , 
20, , 
12, , 
47,4,1720
14, , 
16, , 
41,7, 
39, , 
20,3,8600
15, , 
13, , 
28,3,4730
29, , 
69, , 
64, , 
32,7, 
30,7, 
63,7, 
61, , 
55, , 
25, , 
21, , 
53,7, 
49,4,4300
20, , 
31,2,8000
42,3,4730
24,7, 
12, , 
48,3,12900
39, , 
15, , 
14, , 
29,8, 
33, , 
34,3,2150
60, , 
61, , 
43,2,24000
53,2,30000
26,7, 
24, , 
24, , 
54, , 
54, , 
16, , 
24,8, 
68, , 
63, , 
65, , 
29,7, 
40,1,12000
12, , 
12, , 
30,3,2150
37, , 
18,3,6020
14, , 
51,3,6020
26,3,8170
21,3,6880
17, , 
32,3,9030
29, , 
83,3,3440
70,3,3440
76, , 
54,7, 
29,2,10000
30, , 
63, , 
64, , 
42,7, 
40, , 
17, , 
15, , 
14, , 
43,3,6450
34,3,6450
22,3,6450
39,3,6020
34, , 
58,7, 
17, , 
14,4,6020
51,3,2150
48, , 
21, , 
27,3,4730
39, , 
17, , 
15, , 
59,3,5160
46,3,5160
15, , 
58,3,4730
16, , 
49,7, 
45, , 
21, , 
14, , 
28,3,5160
43,7, 
36,3,5590
20,7, 
18, , 
16,3,3440
45,3,6450
17, , 
41,1,15000
44, , 
28,5,6150
15,3,3870
42,3,6450
44,5,5700
76,3,34400
55, , 
46,3,8600
53,3,4730
22, , 
29,3,5160
22,3,4300
46, , 
77, , 
66, , 
47, , 
18, , 
51,3,8600
40, , 
16, , 
15, , 
61, , 
38,8, 
14, , 
12, , 
87, , 
86, , 
47,3,20640
40,4,2580
14, , 
14, , 
57, , 
59, , 
31,7, 
26,1,3800
48,3,8600
49, , 
23,3,6450
21,3,5590
38,3,7740
34, , 
14, , 
12, , 
50,2,7600
52,1,16000
23, , 
22, , 
31,3,6450
30,3,6450
63, , 
60, , 
37,8, 
36,8, 
30,8, 
43,3,6450
47,3,5590
15, , 
44,2,10000
18, , 
31,7, 
22,3,6450
87, , 
35,3,5590
16, , 
45,2,6000
48, , 
36, , 
17,4,1720
16,3,4300
14, , 
77, , 
63,4,2150
36,7, 
73, , 
47,3,7740
40, , 
22, , 
41,1,9000
37,3,6020
38,3,6020
13, , 
63, , 
25,3,5160
65, , 
59, , 
55,3,4128
59,3,3010
38,3,4730
35,7, 
51,3,5160
45, , 
45, , 
20, , 
18, , 
15, , 
45,3,8600
62, , 
53, , 
16, , 
46,2,4000
14, , 
40,3,15050
39, , 
20,3,6880
19,3,3440
36,2,13000
34,1,8000
51,2,14000
25, , 
52,3,10750
37,3,17200
41,3,8600
63, , 
62, , 
68, , 
41,3,10750
36, , 
28,3,8600
63, , 
38,3,12900
17, , 
16, , 
65, , 
62, , 
29,2,9000
73, , 
62, , 
30, , 
65, , 
66, , 
46,7, 
20,3,2150
13, , 
71, , 
68, , 
66,4,860
61, , 
46,2,2800
81, , 
62, , 
39, , 
19, , 
12, , 
39,4,21070
36,4,21070
67, , 
12, , 
71, , 
76, , 
50,3,8600
50,4,6450
21, , 
19, , 
50,4,6020
41,7, 
41,7, 
24, , 
20,4,5160
32,4,30100
30, , 
13, , 
47,3,12040
48, , 
26,3,6450
21,3,6450
48,7, 
47,3,7740
20,2,7600
18, , 
57,3,7740
50,3,7740
29,3,5590
23,3,5160
22, , 
22, , 
21, , 
50,2,20000
21, , 
14, , 
25,3,12900
35, , 
47,3,6450
45, , 
21,3,4300
16, , 
58, , 
32,3,5160
14, , 
13, , 
34,3,4988
33,3,5590
13, , 
37,3,4300
21,1,6450
19,3,6450
14, , 
39,3,7740
36, , 
14, , 
60,3,12900
55, , 
26, , 
16,3,4300
74, , 
69, , 
37, , 
32,8, 
57,3,4730
57,3,2150
87, , 
51,1,15000
51,1,15000
25,1,20000
19, , 
83, , 
80, , 
56,3,5160
50, , 
30, , 
17, , 
47,7, 
47, , 
22, , 
15, , 
38,3,17200
48,2,12000
23,2,6400
19, , 
13, , 
80,3,2150
50,7, 
50, , 
25,7, 
47,3,5160
22,2,7200
18, , 
21,3,6450
19,7, 
26,7, 
20, , 
52,8, 
55,7, 
78, , 
49,7, 
46,7, 
71, , 
84, , 
30,8, 
28,8, 
55,7, 
55, , 
44,8, 
44,7, 
18,4,1720
16, , 
37,2,20000
30, , 
41,8, 
25, , 
34,7, 
30, , 
48,8, 
45,8, 
15, , 
50,7, 
19, , 
15, , 
39,7, 
18, , 
17, , 
41,3,12040
39,3,5590
14, , 
31,1,14000
29, , 
28,3,7267
37,1,10000
36,1,10000
25,3,15050
28,3,12900
49,3,12900
25,3,12900
30,3,15050
31,3,12900
26,3,15050
49,8, 
48, , 
20, , 
50,1,6000
24,1,7000
68,4,2580
50,3,5160
49, , 
18,3,3870
79, , 
50,4,10320
29,3,5590
21,3,5590
48,1,4000
44,4,5160
16, , 
46,2,6000
51, , 
21,2,5600
17, , 
51,2,7600
59, , 
35, , 
25, , 
61, , 
77, , 
64, , 
59, , 
59,3,3655
25,3,6880
29,3,6020
73, , 
69, , 
32,3,19350
31,7, 
14, , 
12, , 
54,7, 
56,7, 
16,3,5590
18, , 
14, , 
12, , 
54,4,5160
20, , 
21, , 
46,3,5160
26,3,5590
17, , 
16, , 
43, , 
43,1,20000
21, , 
19, , 
12, , 
42,1,6000
15, , 
62, , 
70, , 
19, , 
17, , 
36,1,4000
35, , 
17, , 
12, , 
49,7, 
36, , 
15, , 
43,4,15050
52, , 
23,4,7869
20,4,7946
19,3,6880
17, , 
15, , 
31,3,6450
29,3,10750
19, , 
40,3,5160
42,3,4730
19,3,5160
15, , 
37,3,6880
36,7, 
17,4,1720
30,3,6450
25,3,3870
29,3,7740
35,2,7200
15,3,6450
13, , 
55,3,10800
56, , 
26,3,6450
23,3,8600
18, , 
14, , 
51,3,4300
44,3,7740
24,7, 
23,3,5160
16, , 
47,3,2150
70, , 
50,2,7200
48,3,4300
21, , 
44,3,5160
44, , 
58,4,2580
27,7, 
32,7, 
24,4,2580
17, , 
61, , 
65,7, 
60,2,5000
49, , 
27,3,5590
25, , 
17, , 
25,2,7000
60, , 
25,3,5160
27, , 
29,3,6450
74, , 
74, , 
58,2,11000
62,2,9000
23,1,19000
64, , 
53,1,9000
52,1,45000
27,1,10000
25,1,18000
23, , 
75, , 
30,2,11600
78,3,21500
74, , 
49,7, 
41,7, 
40,3,21500
72, , 
67, , 
34,7, 
81, , 
75, , 
33,3,5590
46,3,8600
56,3,4300
52,3,4300
50, , 
29,3,10320
54,3,7310
58,7, 
56, , 
28,3,4300
31,7, 
62, , 
65, , 
27,7, 
25,3,6880
23, , 
13, , 
33,8, 
13, , 
12, , 
62, , 
27, , 
51,7, 
46,7, 
25, , 
22,7, 
47,7, 
47,7, 
25,7, 
21,7, 
46,7, 
45, , 
24,7, 
15, , 
19, , 
72, , 
42,7, 
40,2,6000
18, , 
12, , 
22,3,5160
19, , 
53,3,6020
25,3,5590
48,8, 
47,8, 
21, , 
15, , 
44,3,8600
20,2,2400
45,3,13760
46,3,8600
21,3,4300
39,2,10000
36,2,9000
13, , 
80, , 
62, , 
69, , 
48,1,5000
26,7, 
55,3,6020
50, , 
25,3,4300
21,3,6450
59, , 
15, , 
64, , 
70, , 
68, , 
60, , 
30,2,18000
60,4,6020
58, , 
30, , 
36,3,12900
38, , 
13, , 
54,2,24000
45,2,40000
39,8, 
41,8, 
29,3,15050
30,2,12000
50,3,12900
50,2,60000
16, , 
49,3,4300
27,3,4945
34,3,4945
15,4,5160
32,1,6000
45,2,6400
14, , 
48, , 
47, , 
30,3,6020
58,3,5590
46,3,4730
21,3,6020
28,2,10750
73, , 
28, , 
15, , 
52,3,6450
50, , 
24, , 
24,3,12900
27,2,8600
20,3,1290
71, , 
48,7, 
40,2,14000
62, , 
62, , 
36,1,15000
38,2,7600
48, , 
50,1,15000
50,2,8000
26,2,10000
23,3,10750
49,7, 
38,3,8600
17, , 
73, , 
46,3,10750
39,4,1075
15, , 
14, , 
60,3,6020
39,2,8000
38,3,6020
19,3,12900
19, , 
61,2,12000
61, , 
28,2,7400
27,2,7000
20, , 
60,2,140000
60, , 
66,7, 
64, , 
25,8, 
61,1,25000
57,3,7310
29,1,12000
58,3,5160
51,3,5590
56,2,30000
51,7, 
30,7, 
28,3,8600
33,3,7740
32,3,6020
14, , 
51,8, 
23, , 
89, , 
37,1,20000
73, , 
28,3,5160
29,3,4730
46,3,5160
22,3,3440
18, , 
66, , 
59, , 
77, , 
44,3,5590
20,4,6450
19,3,6880
17,3,3010
28,1,10000
29,1,5000
55, , 
45,2,14000
21, , 
19, , 
55,3,3440
55, , 
39,3,4300
26,3,6450
38,2,14000
38,4,6450
16, , 
12, , 
26, , 
21, , 
35,2,11000
34,5,1000
29,5,32250
36,5,32250
30,3,7310
