eda,p6b1,p6b2
29,7, 
59,4,5375
29, , 
52, , 
55, , 
25, , 
33,7, 
35, , 
79, , 
59, , 
33,7, 
26,2,3600
23,2,5000
40,3,4300
63,7, 
31,2,5200
24, , 
30,3,5160
44,3,6450
37,3,2580
12, , 
44, , 
57,4,17200
13, , 
55,4,5375
56,3,4300
33, , 
26,3,6450
29,3,3870
36,3,3870
15, , 
36,3,8600
28,7, 
69, , 
68, , 
61,2,8000
51,3,6450
38,3,5160
39,3,5160
14, , 
68, , 
66, , 
53,4,4644
28,7, 
29,7, 
41,2,8000
23,7, 
15, , 
72, , 
71, , 
48,7, 
47, , 
14, , 
70, , 
35,2,6000
33,2,8000
36,7, 
34,7, 
15, , 
13, , 
60,4,6000
54,4,4300
33,7, 
13, , 
16, , 
49,7, 
48, , 
25, , 
23, , 
20, , 
66,4,6450
51,2,3000
47, , 
26, , 
20, , 
24,8, 
31, , 
77, , 
75, , 
43,8, 
41,8, 
63,7, 
60, , 
33,7, 
44,7, 
23, , 
18, , 
54, , 
47,8, 
12, , 
74, , 
45,7, 
35, , 
42,8, 
28,7, 
17, , 
35, , 
40,1,7000
41,7, 
52,8, 
54,8, 
70,4,860
43,7, 
80, , 
26,7, 
56,3,4300
33,1,8000
24, , 
51,7, 
53,7, 
31, , 
27,7, 
21, , 
63,4,2580
59,4,2580
38,1,7000
38,7, 
64, , 
62, , 
52,3,5160
40, , 
19, , 
17, , 
29,3,2150
52,7, 
28, , 
23, , 
78, , 
86, , 
53,7, 
47,7, 
58,3,7740
52, , 
26, , 
28,3,8600
58,3,8600
62,4,2150
23,7, 
68,3,3440
53,3,4085
65, , 
26,7, 
44,7, 
59,3,3690
60,3,3870
28, , 
57,3,4333
58, , 
23,3,5160
74, , 
71, , 
58, , 
27,7, 
33,3,4730
28,3,3440
64, , 
64,1,10000
39,7, 
23,3,4300
54,7, 
53, , 
18, , 
28,7, 
29, , 
30,7, 
40,4,4300
37,4,4300
62,7, 
50,4,645
23, , 
35,8, 
36, , 
14, , 
49, , 
33,7, 
14, , 
72, , 
73, , 
48,7, 
42, , 
45,8, 
57,1,20000
45,2,4600
41,2,4500
19, , 
16, , 
51,7, 
50, , 
25,7, 
21, , 
61,7, 
59,7, 
33,7, 
22, , 
23,1,6000
36,7, 
34, , 
54,2,3000
48,4,6000
30,1,2000
25,4,17200
12, , 
89, , 
50,7, 
54,2,8000
73, , 
71, , 
46,7, 
49,7, 
20, , 
13, , 
64, , 
56,8, 
54,8, 
27, , 
23, , 
20, , 
41,8, 
36,7, 
27, , 
33,8, 
66,4,5160
64, , 
64, , 
44,8, 
15, , 
51,7, 
50, , 
16,4,2580
23,7, 
26,7, 
36,8, 
37,7, 
29, , 
41,7, 
27,7, 
28, , 
63, , 
71, , 
40,7, 
12, , 
64, , 
42,7, 
47,7, 
41,8, 
36,3,2795
35,3,3010
43,7, 
46,3,4300
18, , 
23,3,6020
18, , 
41,8, 
36,8, 
39,8, 
38, , 
55,4,6000
58,7, 
18, , 
13, , 
94, , 
76,7, 
76, , 
58,7, 
50,7, 
55, , 
28, , 
84, , 
61, , 
65, , 
66, , 
44,7, 
25,7, 
18,7, 
20, , 
62,7, 
62,7, 
36,7, 
63,7, 
62, , 
69,8, 
63, , 
26, , 
32,7, 
32, , 
15, , 
14, , 
46,7, 
45, , 
19, , 
17, , 
46,3,8600
43,4,3440
21,4,3870
20, , 
18,4,3870
68, , 
55,7, 
54,3,3440
21, , 
62,3,3440
61, , 
82, , 
46,3,1290
35, , 
14, , 
56,4,6450
34,4,1290
24, , 
43,4,10500
26,4,7525
16, , 
14, , 
39,3,6020
28,4,7525
24,7, 
53,8, 
68, , 
42,7, 
41,7, 
58,7, 
53, , 
85, , 
57, , 
43,7, 
16, , 
13, , 
35,7, 
32,1,8000
52, , 
50,2,7000
21, , 
18, , 
19, , 
56,3,4300
53, , 
17, , 
19,3,5160
54,3,3440
44, , 
78, , 
44,3,3440
26, , 
29,3,4300
53,2,4000
52, , 
20, , 
14, , 
22,3,10450
22,2,7200
74,3,2150
51,7, 
48, , 
27,4,7740
22,7, 
20, , 
50, , 
27, , 
14, , 
25,7, 
75,8, 
42, , 
35, , 
84,7, 
47,2,40000
47, , 
42,8, 
47,8, 
13, , 
65,2,14000
55, , 
52,1,2500
51,3,1720
22, , 
20,2,3000
17, , 
67, , 
57, , 
32,7, 
28,7, 
24,7, 
64,1,500
21,7, 
47, , 
20, , 
64, , 
60,7, 
49,8, 
47, , 
19, , 
15, , 
55,7, 
64,7, 
35,4,3000
29,4,3000
25, , 
36,7, 
16, , 
12, , 
61,3,10750
47, , 
21, , 
17, , 
58,7, 
56, , 
31, , 
31, , 
23, , 
46,3,4300
21,3,5160
24, , 
27,3,5160
22,3,4300
75, , 
44,7, 
41,7, 
55,7, 
32, , 
46,7, 
21,7, 
38,2,5000
33, , 
84, , 
83,3,4300
34,2,50000
29,2,50000
57,1,52000
55,2,15000
26, , 
25, , 
60,3,3440
60,2,5000
67, , 
62, , 
43, , 
28, , 
73, , 
71,7, 
24,3,4300
46,4,10750
46, , 
24,7, 
15, , 
53,4,3225
25,4,4500
22, , 
35,3,6020
14, , 
53,4,7500
17, , 
27,3,7740
26, , 
42, , 
16, , 
51,7, 
53,3,4300
26,7, 
20, , 
54,7, 
62, , 
31,7, 
33, , 
31,7, 
65, , 
40,7, 
39,7, 
12, , 
74,3,5160
44,7, 
42,7, 
15, , 
23,7, 
29,7, 
21,7, 
21,4,7740
50,7, 
51,7, 
21, , 
64, , 
43,7, 
41,7, 
40,7, 
38,7, 
50,7, 
55, , 
27,7, 
63,3,10750
60, , 
43,7, 
41,2,3800
49,7, 
49, , 
26,7, 
23,8, 
60, , 
43,7, 
55,1,5500
54,7, 
84, , 
45,7, 
16, , 
70, , 
69, , 
56, , 
37,7, 
32,1,12000
30,1,18000
58,8, 
30,7, 
29,7, 
50,4,4500
45,7, 
25,7, 
14, , 
72, , 
52,2,7000
42, , 
19, , 
17, , 
59,7, 
56, , 
18, , 
33, , 
33,7, 
50,2,16000
56,7, 
49, , 
24,7, 
20, , 
55,3,6020
26,8, 
25,7, 
40,7, 
45, , 
25,7, 
22,3,6450
18, , 
37,3,4300
31,3,5160
28, , 
28,3,5160
75, , 
64, , 
43,7, 
48,7, 
21, , 
47,7, 
48,7, 
43,8, 
19, , 
17, , 
58,3,3440
17, , 
17, , 
48,3,6880
45, , 
24, , 
19, , 
56,8, 
26, , 
16, , 
38,7, 
36, , 
13, , 
46,1,50000
44,1,8000
12, , 
38,7, 
65,1,1500
72,7, 
66, , 
43,2,9000
34, , 
58,3,6450
59,7, 
23,7, 
27,7, 
82, , 
60,7, 
66,2,9000
63,3,5590
46, , 
47, , 
31,3,10750
25,2,6000
26,1,8000
37,3,5160
61, , 
60,3,4300
39,7, 
40,7, 
43,3,3870
37,3,2150
13, , 
46,8, 
44, , 
18, , 
15, , 
34,2,8000
35, , 
67,2,8000
66,2,13000
35, , 
13, , 
62,7, 
63, , 
31,7, 
27,7, 
51,4,2580
49,4,4500
18, , 
31,3,7740
23, , 
51,8, 
50,7, 
25, , 
19, , 
15, , 
71, , 
70, , 
37,7, 
42,8, 
20, , 
80, , 
76, , 
48,7, 
51,4,6880
57, , 
59,7, 
34,7, 
59,8, 
59, , 
31,7, 
26,7, 
26,7, 
34,7, 
30, , 
13, , 
49,4,3010
55,7, 
26, , 
16, , 
51,4,5375
19, , 
78, , 
42,7, 
58, , 
38, , 
16, , 
53,8, 
54,8, 
85, , 
52,4,2580
50,4,1935
51,7, 
28,7, 
81, , 
59,3,6450
39,7, 
48,8, 
28, , 
52, , 
55,7, 
37,2,6600
46,8, 
28,7, 
43,3,1720
65,2,6000
43,4,6450
41, , 
27,7, 
53, , 
40, , 
45,2,7000
19,3,4730
31,2,7000
65, , 
44,2,7000
43,2,9000
36,2,15000
57,7, 
65,2,8000
65,7, 
36,7, 
62, , 
59, , 
31,7, 
31,7, 
56,7, 
52,7, 
47,7, 
87, , 
42,3,6450
40, , 
19, , 
18, , 
15, , 
13, , 
40,8, 
41,7, 
19, , 
30,3,7740
25,4,6000
32,8, 
31,7, 
40,7, 
15, , 
19, , 
23,8, 
43,2,5000
38, , 
25,7, 
23, , 
18, , 
22,8, 
20, , 
65, , 
34,7, 
25, , 
28, , 
47,8, 
46,8, 
20,7, 
13, , 
61,4,8600
60,7, 
31,7, 
31,3,10750
29,3,5590
61, , 
66,2,3000
54, , 
37, , 
42,3,4300
44,3,3440
21, , 
16, , 
30,2,15000
32,7, 
62,4,6000
58, , 
35,2,16000
27,2,12000
34,2,7000
36,7, 
52,3,10750
54,7, 
69,8, 
66, , 
48, , 
46,7, 
50,1,8000
44,8, 
43, , 
35,8, 
71, , 
70,1,27000
34,8, 
36,8, 
29,8, 
39, , 
68, , 
66, , 
42,3,4300
31,8, 
28,8, 
62, , 
26, , 
18, , 
52,2,10000
48, , 
24,7, 
18,7, 
44,3,6450
39,3,6450
20, , 
31,7, 
25,2,9000
74, , 
72, , 
56, , 
53, , 
62, , 
51,2,7080
22,4,3870
28,2,7200
53,2,8400
53, , 
28, , 
65,3,6020
61, , 
64, , 
44,2,8000
39, , 
40,3,3870
17, , 
90, , 
56,2,12000
51,2,8000
42,3,6450
41,3,2365
19, , 
60,7, 
76, , 
76, , 
20, , 
49,7, 
46,7, 
18, , 
35,7, 
34,7, 
69, , 
66,7, 
58, , 
44,2,7380
29, , 
82, , 
49,7, 
52,3,4300
25,3,3440
29,7, 
29,7, 
67, , 
40,8, 
15, , 
62, , 
34,8, 
66, , 
61, , 
50,7, 
56,7, 
19, , 
24, , 
32,3,4300
71, , 
70, , 
41,7, 
39,7, 
49,7, 
49,7, 
27,7, 
30,7, 
24,7, 
22, , 
55, , 
18, , 
60, , 
51, , 
28,7, 
25,2,5000
41, , 
30,2,6100
28, , 
51,3,4300
28,1,1000
70, , 
62,2,14000
65,8, 
66, , 
33, , 
49,8, 
50,8, 
12, , 
37,2,6400
26,3,6450
26, , 
50, , 
50,3,4300
24,3,3440
23,3,3440
21,3,4300
71, , 
38, , 
36,3,3440
12, , 
48, , 
68, , 
21,2,3800
74, , 
71, , 
45,8, 
40,8, 
50,2,8000
18, , 
63,3,3440
28,3,5160
44,7, 
28, , 
22, , 
18,2,4000
36,7, 
61, , 
31,8, 
28,8, 
39,8, 
50,2,7000
29,3,10750
26,3,6450
25,3,5160
54, , 
31, , 
29,7, 
62,2,6000
58, , 
66, , 
59,2,10000
41,7, 
40,7, 
61, , 
61, , 
27,3,10050
37,2,10000
33,2,16000
72, , 
64, , 
39,7, 
19,7, 
44,3,8600
49, , 
72,2,22000
68, , 
26, , 
69, , 
39,7, 
42, , 
37,3,3870
17, , 
22, , 
68,3,4300
67,3,3440
34,7, 
48,3,6450
30, , 
74, , 
69, , 
51,2,12000
51,2,10000
24,2,10000
20, , 
46,7, 
39,7, 
19, , 
16, , 
47,3,4300
48, , 
21, , 
30,7, 
29,2,8000
59, , 
41,8, 
59, , 
57, , 
28,7, 
20, , 
52,2,2800
48, , 
29,2,14000
36,1,10000
26, , 
54,2,8000
42,7, 
13, , 
63, , 
36, , 
28,8, 
28,3,11180
25, , 
62,8, 
64,8, 
58,8, 
29, , 
25, , 
70, , 
55,8, 
47, , 
24, , 
25, , 
34,8, 
29,8, 
94, , 
44,4,51600
42,4,10750
77, , 
57, , 
27,8, 
35,3,6450
35,7, 
13, , 
35,8, 
87, , 
67,7, 
32,8, 
43,8, 
31,8, 
30, , 
56,8, 
42,3,4300
43,2,10000
20, , 
54,3,5375
43,2,7000
21, , 
21,2,5200
34,2,4800
34, , 
16, , 
30,3,6450
24, , 
88, , 
84, , 
54, , 
50, , 
61,4,12900
59,7, 
20, , 
46,4,6000
24,7, 
22, , 
22,7, 
62, , 
54,7, 
17, , 
48,2,34000
44, , 
17, , 
27,7, 
30,2,4000
44,2,18000
42,2,14000
20, , 
76, , 
56,7, 
18, , 
55,7, 
20, , 
41,7, 
17, , 
46,3,17200
46,7, 
15, , 
12, , 
55,8, 
54,7, 
25, , 
12, , 
51,2,6600
50, , 
23,7, 
18, , 
70,1,3200
60, , 
31,1,3500
37,3,9030
45,3,6450
45, , 
16, , 
40,3,4300
18, , 
18, , 
71,1,12000
64, , 
45,1,8000
34,1,4000
52,4,5160
48,4,5160
42, , 
65,3,8600
65, , 
36,7, 
34, , 
25,2,7000
23, , 
60,7, 
33,2,8000
30, , 
49,3,6450
25, , 
15, , 
27,8, 
29, , 
50, , 
36,7, 
34,2,3000
64,4,2580
60,3,6450
50,7, 
44, , 
20, , 
40,7, 
21, , 
19, , 
56, , 
24, , 
53,8, 
53,8, 
28,8, 
72, , 
46,7, 
42,7, 
12, , 
77, , 
76,7, 
36,7, 
87, , 
74, , 
18,7, 
58,2,5000
47,4,5160
26,7, 
20,2,5000
16, , 
49,1,4500
19, , 
18, , 
59,2,26000
47, , 
23, , 
20, , 
53,3,4300
50, , 
28,3,1720
26,3,2580
17, , 
29,3,5590
28,3,5590
27,3,5590
67, , 
59,2,7400
29,7, 
17, , 
49,3,4730
49, , 
22,7, 
22, , 
81, , 
57,7, 
52,7, 
33,2,7600
28,7, 
21, , 
52,4,1720
16,4,1720
84,8, 
77, , 
50,2,6800
22, , 
41,4,3440
23, , 
21,3,4300
18, , 
19,3,5160
60, , 
40, , 
18, , 
15, , 
77, , 
41, , 
69,1,2500
31,8, 
53,7, 
65, , 
38,7, 
37,4,1290
48,7, 
44,3,1290
21,1,2500
18, , 
70, , 
38,7, 
65, , 
67, , 
53,7, 
45,7, 
25,7, 
23,7, 
17,4,4128
73, , 
66, , 
29,7, 
71, , 
50, , 
49,7, 
45,7, 
17, , 
46,7, 
67,7, 
44,6,1290
58,8, 
58, , 
30, , 
21,8, 
25,4,3096
67,7, 
64,7, 
43,7, 
22, , 
19,7, 
15, , 
42, , 
41,7, 
20, , 
63,8, 
45,8, 
57, , 
87, , 
53,7, 
50, , 
25,1,3500
79, , 
39,7, 
53,7, 
19,7, 
29,7, 
35,7, 
44,8, 
46,8, 
16, , 
51,7, 
41, , 
40,3,12900
35,2,5000
18,3,10750
15, , 
48,3,5160
19, , 
14, , 
33,3,3440
83,3,2150
61, , 
48,1,25000
61, , 
29,2,15000
33,1,30000
45,8, 
40,8, 
24, , 
21, , 
12, , 
47,1,20000
40,7, 
56,8, 
18, , 
73, , 
45, , 
43, , 
30,2,1800
29,2,8000
76,7, 
79, , 
44,7, 
29, , 
49,1,5000
45,3,8600
25,4,1290
20,3,2150
64, , 
46,4,1800
43,4,1800
24,7, 
18, , 
16, , 
23, , 
63,2,3200
62, , 
15, , 
57,1,2900
32, , 
31,7, 
89,1,5000
38,7, 
33,8, 
68, , 
57,7, 
23,3,2150
20,7, 
51,4,2580
55, , 
34,7, 
66, , 
60,7, 
45,7, 
15, , 
13, , 
59, , 
36,1,50000
34,7, 
28,1,30000
50,3,6450
45, , 
27,7, 
22,7, 
68, , 
57, , 
16, , 
19, , 
28,3,3440
81, , 
80, , 
39,7, 
38, , 
18, , 
13, , 
73, , 
71,3,3440
37,7, 
62, , 
60,7, 
29,7, 
28, , 
22,7, 
51,7, 
49, , 
20,3,5160
19,3,6020
17, , 
24, , 
82, , 
47,3,8600
59,4,2580
39, , 
16, , 
39,7, 
12, , 
67, , 
63, , 
66,4,7740
63,8, 
60,7, 
43,2,5000
47,2,5000
18, , 
14, , 
43,3,6450
37,4,12900
12, , 
43,3,4300
49,7, 
39,7, 
17, , 
12, , 
23,3,5590
20,3,6020
70,7, 
62, , 
39,7, 
65,4,9000
65, , 
40,2,8000
45,7, 
47,4,6450
25, , 
19, , 
53,7, 
53, , 
24, , 
23, , 
33,1,10000
12, , 
74, , 
23, , 
29,4,2580
35,7, 
66, , 
59,7, 
29, , 
29,2,19000
29,2,12000
57, , 
53,7, 
49,7, 
18, , 
64, , 
31,8, 
58,7, 
57, , 
29, , 
22, , 
44,8, 
36,2,12000
36, , 
18, , 
53,8, 
86, , 
80, , 
57,7, 
57,7, 
20, , 
19, , 
34, , 
27,8, 
23, , 
57, , 
61,7, 
28,4,1290
50, , 
49,8, 
21, , 
18, , 
41,7, 
41, , 
42,4,6000
22,3,4300
19,4,2580
15, , 
52, , 
50,3,3655
19, , 
61, , 
66,3,3440
15, , 
76, , 
69, , 
52,8, 
59,4,1290
77, , 
63,7, 
66, , 
37, , 
13, , 
56,8, 
51, , 
19, , 
73, , 
67,7, 
60,7, 
30,7, 
65, , 
30,3,6450
36,7, 
15, , 
33,7, 
26, , 
36,7, 
35, , 
15, , 
12, , 
29,7, 
29, , 
62, , 
59,8, 
27,8, 
26, , 
59,1,4500
59,2,6000
27,2,6000
79, , 
46,7, 
44,8, 
41,7, 
23, , 
19, , 
15,4,3440
57,7, 
55, , 
37,7, 
32,8, 
66, , 
76,3,9460
71, , 
69, , 
35,1,8000
36,7, 
89, , 
59,3,4300
33,4,6450
36,4,1075
12, , 
30,8, 
30,8, 
26,3,9460
27,4,2580
29,3,5590
52, , 
53,7, 
18, , 
29,7, 
29, , 
59,2,5200
58,3,2580
43,3,10750
44,2,7000
14, , 
41, , 
20, , 
14, , 
38, , 
69, , 
64, , 
43,7, 
74, , 
50,7, 
48,7, 
32, , 
51,4,3870
53, , 
28,7, 
20,7, 
70, , 
51, , 
32,4,7740
31,2,5600
25,3,1290
32,7, 
32,2,17000
56,8, 
23, , 
23,7, 
87, , 
52, , 
49,7, 
20, , 
30,7, 
13, , 
58, , 
62, , 
36,3,28000
34,3,2800
53,7, 
57, , 
58,2,3200
27,3,3440
21,3,1936
14, , 
33,7, 
31, , 
67, , 
55,2,5200
33,7, 
26, , 
50,8, 
50,8, 
20, , 
40,1,16000
39, , 
38,1,10000
66,1,20000
35,7, 
77, , 
73,3,3440
30, , 
56,7, 
38,7, 
80, , 
82, , 
70, , 
47, , 
49,3,6450
25, , 
22, , 
25,7, 
30,3,6450
50,7, 
49,2,11000
25,7, 
16, , 
55, , 
28,2,9000
25,3,3200
26,3,5160
55,7, 
54,7, 
45,3,10750
37,3,4300
45, , 
24, , 
19, , 
34,2,10000
31,1,14000
44,7, 
41,7, 
57,7, 
79, , 
26, , 
69, , 
48,2,10000
70, , 
76, , 
78, , 
52,7, 
43, , 
